place,magnitude,time,latitude,longitude,depth
"45 km E of Fort Bidwell, California",1.9,2015-10-20 03:51:13.590,41.8769,-119.5986,7.3
"31 km SSE of Hawthorne, Nevada",0.4,2015-10-20 03:48:10.356,38.2617,-118.492,8.7
"31 km SSE of Hawthorne, Nevada",0.0,2015-10-20 03:46:11.810,38.2585,-118.4909,9.6
"24 km SSE of Jurm, Afghanistan",4.0,2015-10-20 03:46:05.660,36.6557,70.9248,214.31
"30 km SSE of Hawthorne, Nevada",0.0,2015-10-20 03:45:58.697,38.2649,-118.4945,8.3
"31 km SSE of Hawthorne, Nevada",0.9,2015-10-20 03:44:50.221,38.2629,-118.4915,8.6
"31 km SSE of Hawthorne, Nevada",0.2,2015-10-20 03:43:29.672,38.2602,-118.4922,8.8
"3 km S of Diablo, California",0.67,2015-10-20 03:41:01.600,37.8071667,-121.9628333,5.34
"2 km NE of San Ramon, California",1.17,2015-10-20 03:37:56.520,37.7948333,-121.965,7.43
"31 km SSE of Hawthorne, Nevada",0.4,2015-10-20 03:37:09.802,38.2634,-118.4918,8.7
"12 km SSW of Elmendorf Air Force Base, Alaska",1.1,2015-10-20 03:36:43.005,61.1432,-149.6837,35.4
"7 km WSW of Cobb, California",0.99,2015-10-20 03:32:48.630,38.8011665,-122.8083344,0.11
"10km NNW of Anza, CA",0.85,2015-10-20 03:32:26.780,33.6423333,-116.7115,14.07
"55 km NW of San Antonio, Puerto Rico",3.0,2015-10-20 03:31:14.600,18.8563,-67.459,17.0
"1 km NE of San Ramon, California",1.95,2015-10-20 03:30:57.690,37.7938333,-121.966,6.77
"15 km S of Fern Forest, Hawaii",1.56,2015-10-20 03:30:15.040,19.3278333,-155.1351667,6.11
"3 km WSW of Round Valley, California",1.15,2015-10-20 03:29:30.590,37.4033333,-118.6275,11.15
"31 km SSE of Hawthorne, Nevada",0.5,2015-10-20 03:28:45.946,38.2626,-118.4891,8.8
"31 km SSE of Hawthorne, Nevada",0.1,2015-10-20 03:28:03.127,38.2621,-118.4916,8.9
"31 km SSE of Hawthorne, Nevada",0.3,2015-10-20 03:27:27.851,38.2648,-118.4932,8.5
"151 km NW of Tobelo, Indonesia",4.3,2015-10-20 03:26:32.800,2.5486,126.9173,62.57
"15 km S of Fern Forest, Hawaii",1.39,2015-10-20 03:25:56.070,19.3283333,-155.139,4.21
"94 km SSW of Port Alexander, Alaska",2.5,2015-10-20 03:24:46.371,55.4388,-135.0841,21.9
"31 km SSE of Hawthorne, Nevada",0.3,2015-10-20 03:22:39.610,38.2647,-118.4913,8.5
"30 km SSE of Hawthorne, Nevada",0.3,2015-10-20 03:20:53.140,38.2658,-118.4954,8.4
"31 km SSE of Hawthorne, Nevada",0.3,2015-10-20 03:20:26.953,38.2649,-118.4874,8.6
"2 km NE of San Ramon, California",1.21,2015-10-20 03:17:41.220,37.7985,-121.9595,7.09
"20km ENE of Coachella, CA",0.83,2015-10-20 03:17:32.640,33.7765,-115.998,2.73
"41 km WNW of Clam Gulch, Alaska",1.6,2015-10-20 03:13:24.987,60.3534,-152.0929,89.9
"10 km E of Sterling, Alaska",1.6,2015-10-20 03:04:05.718,60.541,-150.5712,45.7
"13 km NNE of Isabela, Puerto Rico",2.3,2015-10-20 03:04:05.400,18.61,-66.96,23.0
"2 km NNE of San Ramon, California",1.15,2015-10-20 03:03:31.500,37.7981667,-121.9635,7.22
"30 km SSE of Hawthorne, Nevada",0.2,2015-10-20 03:02:59.424,38.2648,-118.498,8.8
"2 km NE of San Ramon, California",1.21,2015-10-20 03:00:40.150,37.7968333,-121.9631667,7.74
"32 km SSE of Hawthorne, Nevada",0.2,2015-10-20 02:58:14.985,38.2456,-118.5274,12.9
"31 km SSE of Hawthorne, Nevada",0.3,2015-10-20 02:57:31.078,38.2652,-118.4919,8.6
"16 km SW of Esperanza, Puerto Rico",2.7,2015-10-20 02:52:47.600,17.9951,-65.587,18.0
"31 km SSE of Hawthorne, Nevada",0.2,2015-10-20 02:48:41.910,38.2642,-118.4944,9.1
"8 km WSW of Mineral, California",1.14,2015-10-20 02:47:02.740,40.3276667,-121.6863333,6.23
"28 km E of Fox River, Alaska",1.4,2015-10-20 02:46:43.470,59.8233,-150.4563,39.2
"83 km NE of Cruz Bay, U.S. Virgin Islands",2.8,2015-10-20 02:45:01.100,18.8943,-64.2655,36.0
"31 km SSE of Hawthorne, Nevada",0.8,2015-10-20 02:44:54.431,38.2665,-118.4872,8.4
"31 km SSE of Hawthorne, Nevada",0.5,2015-10-20 02:44:36.784,38.2626,-118.4894,8.8
"31 km SSE of Hawthorne, Nevada",0.2,2015-10-20 02:42:59.706,38.2647,-118.4894,8.6
"1 km NNE of San Ramon, California",1.35,2015-10-20 02:42:03.260,37.7945,-121.9676667,6.95
"31 km SSE of Hawthorne, Nevada",0.6,2015-10-20 02:40:10.128,38.2643,-118.4922,8.7
"31 km SSE of Hawthorne, Nevada",0.5,2015-10-20 02:39:45.978,38.2645,-118.4888,8.7
"31 km SSE of Hawthorne, Nevada",0.1,2015-10-20 02:36:22.837,38.2645,-118.4897,8.6
"30 km SSE of Hawthorne, Nevada",0.3,2015-10-20 02:35:15.844,38.265,-118.494,8.5
"31 km SSE of Hawthorne, Nevada",0.2,2015-10-20 02:31:31.688,38.2641,-118.4874,9.2
"2 km NNE of San Ramon, California",1.7,2015-10-20 02:31:07.970,37.796,-121.9653333,8.18
"31 km SSE of Hawthorne, Nevada",0.2,2015-10-20 02:30:28.230,38.2636,-118.4921,8.6
"82 km NE of Cruz Bay, U.S. Virgin Islands",3.0,2015-10-20 02:30:05.600,18.8969,-64.2918,36.0
"2 km NE of San Ramon, California",1.83,2015-10-20 02:30:00.430,37.7956667,-121.9628333,7.7
"6 km W of Cobb, California",1.43,2015-10-20 02:29:02.350,38.8231667,-122.7985,3.1
"79 km NNE of Cruz Bay, U.S. Virgin Islands",2.4,2015-10-20 02:24:35.100,18.947,-64.398,39.0
"23 km NW of Beaver Dam, Arizona",1.44,2015-10-20 02:22:26.950,37.0665,-114.0931667,12.87
"16 km NE of Upper Lake, California",1.28,2015-10-20 02:16:46.350,39.2576667,-122.7548333,4.09
"7km WSW of Ludlow, CA",1.75,2015-10-20 02:10:45.800,34.6983333,-116.2361667,2.61
"36 km SSE of Goldfield, Nevada",1.3,2015-10-20 02:07:14.200,37.389,-117.1184,12.8
South Sandwich Islands region,4.3,2015-10-20 01:58:21.660,-55.7504,-27.8638,44.04
"5 km NNW of Round Valley, California",2.56,2015-10-20 01:53:00.440,37.4631667,-118.6036667,14.57
"56 km SSE of Adak, Alaska",1.7,2015-10-20 01:50:43.024,51.446,-176.1814,25.6
"2 km NNE of San Ramon, California",0.75,2015-10-20 01:48:20.840,37.8001667,-121.9693333,7.44
"2 km NE of San Ramon, California",1.56,2015-10-20 01:48:06.050,37.7985,-121.9613333,7.82
"15 km N of Indian Springs, Nevada",0.6,2015-10-20 01:47:42.899,36.7113,-115.6515,0.0
"2 km NNE of San Ramon, California",1.08,2015-10-20 01:38:34.190,37.7961667,-121.9665,7.7
"7 km W of Middletown, California",1.0,2015-10-20 01:37:38.760,38.7431667,-122.6978333,1.04
"51 km NW of Tatitlek, Alaska",1.3,2015-10-20 01:34:27.427,61.1336,-147.4465,0.0
"1 km NNE of San Ramon, California",1.17,2015-10-20 01:33:01.990,37.7938333,-121.9685,7.78
"37 km WNW of Rincón, Puerto Rico",2.4,2015-10-20 01:32:56.500,18.5105,-67.5552,17.0
Southern Alaska,2.6,2015-10-20 01:30:50.355,60.5985,-147.6131,5.1
"13 km N of Indian Springs, Nevada",0.6,2015-10-20 01:29:39.710,36.6917,-115.6924,0.0
"38 km W of Tyonek, Alaska",1.3,2015-10-20 01:25:41.762,61.0049,-151.8347,82.3
"13 km NNW of Indian Springs, Nevada",0.5,2015-10-20 01:22:40.736,36.6874,-115.7106,0.0
"56 km NW of Tatitlek, Alaska",1.3,2015-10-20 01:21:54.333,61.1656,-147.5229,0.0
"2 km NNE of San Ramon, California",2.36,2015-10-20 01:20:51.010,37.7991667,-121.9631667,6.71
"19 km WSW of M?kena, Hawaii",2.95,2015-10-20 01:18:49.310,20.5596667,-156.604,9.36
"133 km ESE of Nikolski, Alaska",2.3,2015-10-20 01:03:01.937,52.5684,-166.9778,39.1
"2 km NE of San Ramon, California",1.19,2015-10-20 01:01:49.570,37.7965,-121.9621667,7.97
"1 km NE of San Ramon, California",1.38,2015-10-20 01:00:20.760,37.7913333,-121.9616667,7.54
"3 km NNE of San Ramon, California",1.67,2015-10-20 00:59:58.800,37.8035,-121.9613333,7.66
"2 km NNE of San Ramon, California",0.77,2015-10-20 00:57:05.460,37.7991667,-121.9661667,7.78
"2 km NNE of San Ramon, California",1.11,2015-10-20 00:48:42.420,37.8015,-121.9631667,7.46
"Pagan region, Northern Mariana Islands",4.4,2015-10-20 00:46:25.280,18.7023,145.8923,62.01
"1 km NE of San Ramon, California",1.4,2015-10-20 00:46:17.400,37.7883333,-121.9623333,5.58
"1 km ENE of San Ramon, California",2.5,2015-10-20 00:44:25.740,37.7861667,-121.9628333,6.54
"2 km NNE of San Ramon, California",1.78,2015-10-20 00:42:30.780,37.7983333,-121.9631667,6.55
"2 km NNE of San Ramon, California",1.31,2015-10-20 00:38:18.160,37.8001667,-121.9611667,7.48
"15 km ENE of P?hala, Hawaii",1.23,2015-10-20 00:37:17.280,19.2483333,-155.337,-0.06
"94 km WSW of Merizo Village, Guam",5.4,2015-10-20 00:36:54.450,12.8678,143.9008,78.0
"2 km NE of San Ramon, California",1.77,2015-10-20 00:36:17.330,37.7931667,-121.96,6.08
"5 km WNW of Government Camp, Oregon",1.32,2015-10-20 00:33:23.870,45.3153333,-121.8186667,-1.77
"2 km NE of San Ramon, California",1.69,2015-10-20 00:31:18.070,37.7976667,-121.9581667,6.33
"25 km ENE of Pedro Bay, Alaska",2.1,2015-10-20 00:28:35.698,59.8795,-153.6892,148.6
"2 km NNE of San Ramon, California",1.43,2015-10-20 00:27:59.420,37.7985,-121.965,7.96
"1 km NE of San Ramon, California",1.06,2015-10-20 00:26:45.490,37.7901667,-121.9666667,7.42
"1 km NE of San Ramon, California",2.06,2015-10-20 00:22:46.650,37.7925,-121.9656667,6.96
"2 km NE of San Ramon, California",1.93,2015-10-20 00:22:38.330,37.7966667,-121.962,7.51
"2 km NE of San Ramon, California",0.79,2015-10-20 00:20:35.390,37.7918333,-121.9568333,6.08
South Sandwich Islands region,4.4,2015-10-20 00:19:27.280,-55.2355,-27.9475,10.0
"4 km SW of Cobb, California",1.04,2015-10-20 00:17:53.890,38.7938333,-122.7566667,0.69
"2 km NNE of San Ramon, California",2.06,2015-10-20 00:17:01.340,37.7976667,-121.9638333,7.07
"1 km NNE of San Ramon, California",1.81,2015-10-20 00:16:28.190,37.7958333,-121.9685,7.67
"2 km NE of San Ramon, California",1.62,2015-10-20 00:16:03.680,37.794,-121.9613333,5.92
"183 km NNE of Madang, Papua New Guinea",4.3,2015-10-20 00:12:43.680,-3.6644,146.3623,45.98
"17 km ENE of McKinley Park, Alaska",1.4,2015-10-20 00:10:29.211,63.8169,-148.6133,99.8
"2 km NE of San Ramon, California",0.83,2015-10-20 00:08:50.630,37.7955,-121.9641667,6.89
"2 km NNE of San Ramon, California",1.9,2015-10-20 00:06:12.950,37.8021667,-121.9628333,7.19
"38 km NNE of Amboy, Washington",0.24,2015-10-20 00:01:04.540,46.1986667,-122.177,2.198
"77 km NW of Panguna, Papua New Guinea",4.1,2015-10-19 23:59:32.080,-5.819,154.9917,35.0
"1 km NE of San Ramon, California",2.21,2015-10-19 23:54:46.130,37.7941667,-121.965,7.38
"33 km ENE of Cordova, Alaska",1.7,2015-10-19 23:53:37.727,60.6668,-145.1952,6.1
"2 km NE of San Ramon, California",1.88,2015-10-19 23:51:01.850,37.7976667,-121.9603333,7.97
"2 km ENE of San Ramon, California",1.13,2015-10-19 23:46:53.970,37.7905,-121.9556667,6.72
"32 km N of Cordova, Alaska",1.9,2015-10-19 23:46:08.236,60.8295,-145.861,14.5
"1 km NNE of San Ramon, California",1.32,2015-10-19 23:43:29.890,37.7941667,-121.9718333,7.02
"2 km NE of San Ramon, California",0.81,2015-10-19 23:42:09.220,37.7926667,-121.956,5.93
"2 km NNE of San Ramon, California",1.35,2015-10-19 23:41:14.440,37.7975,-121.9641667,7.68
"2 km NE of San Ramon, California",1.83,2015-10-19 23:40:47.080,37.7985,-121.9616667,7.48
"2 km NE of San Ramon, California",1.5,2015-10-19 23:40:14.160,37.7923333,-121.9598333,8.42
"1 km NNE of San Ramon, California",1.34,2015-10-19 23:36:29.830,37.795,-121.9675,6.99
"2 km NE of San Ramon, California",0.83,2015-10-19 23:36:13.960,37.7973333,-121.9626667,7.93
"2 km NE of San Ramon, California",1.54,2015-10-19 23:34:33.790,37.799,-121.9611667,8.27
"29 km SSW of Charlotte Amalie, U.S. Virgin Islands",2.4,2015-10-19 23:33:27.800,18.0919,-65.0392,7.0
"2 km ENE of San Ramon, California",1.54,2015-10-19 23:32:41.310,37.787,-121.9568333,6.87
"3 km SE of P?hala, Hawaii",1.8,2015-10-19 23:29:35.040,19.1825,-155.4598333,37.39
"2 km NNE of San Ramon, California",1.07,2015-10-19 23:27:11.750,37.7986667,-121.9658333,7.04
"2 km NNE of San Ramon, California",1.09,2015-10-19 23:27:03.260,37.8021667,-121.9625,7.49
"75 km S of Atka, Alaska",2.4,2015-10-19 23:26:31.505,51.5134,-174.2044,42.6
"10km ENE of Coso Junction, CA",1.0,2015-10-19 23:25:43.670,36.079,-117.8406667,1.76
Kermadec Islands region,4.5,2015-10-19 23:24:41.300,-28.2298,-176.2064,10.0
"1 km NE of San Ramon, California",1.78,2015-10-19 23:24:37.160,37.7896667,-121.9625,7.82
"1 km NNE of San Ramon, California",1.01,2015-10-19 23:24:25.710,37.7933333,-121.9708333,6.88
"5 km SSE of Cobb, California",0.79,2015-10-19 23:24:05.590,38.7783333,-122.7036667,1.49
"1 km NNE of San Ramon, California",1.12,2015-10-19 23:23:44.620,37.7921667,-121.9716667,6.1
"1 km NE of San Ramon, California",3.6,2015-10-19 23:21:17.680,37.7918333,-121.9635,7.4
"1 km NE of San Ramon, California",2.32,2015-10-19 23:21:11.390,37.7931667,-121.9626667,7.19
"50 km NE of Chenega, Alaska",1.4,2015-10-19 23:21:07.248,60.3353,-147.2814,19.5
"82 km S of Atka, Alaska",2.8,2015-10-19 23:17:44.000,51.4658,-174.3786,22.5
"25 km WNW of Hebgen Lake Estates, Montana",0.36,2015-10-19 23:16:04.330,44.835,-111.5,15.02
"5 km N of Irving, Texas",2.3,2015-10-19 23:12:03.180,32.8659,-96.9394,5.0
"1 km E of San Ramon, California",1.1,2015-10-19 23:06:12.760,37.781,-121.9633333,7.34
"2 km NE of San Ramon, California",1.51,2015-10-19 23:05:18.550,37.7951667,-121.9583333,6.41
"1 km ENE of San Ramon, California",2.74,2015-10-19 23:02:30.060,37.7856667,-121.9645,8.05
"38 km SSE of Goldfield, Nevada",0.3,2015-10-19 22:57:40.645,37.3832,-117.0872,12.2
"11 km ENE of Fox, Alaska",1.4,2015-10-19 22:56:13.828,64.9827,-147.3778,0.0
"2 km NNE of San Ramon, California",0.77,2015-10-19 22:41:46.510,37.8003333,-121.9626667,8.23
"5 km SSW of Farmers Branch, Texas",2.7,2015-10-19 22:39:47.980,32.8755,-96.9134,5.0
"32 km E of Minto, Alaska",0.3,2015-10-19 22:35:08.135,65.1006,-148.6581,13.1
"76 km NW of Illapel, Chile",4.2,2015-10-19 22:34:49.380,-31.1618,-71.7506,29.9
"106 km N of Brenas, Puerto Rico",3.4,2015-10-19 22:31:52.100,19.4258,-66.355,87.0
"83 km NE of Punta Cana, Dominican Republic",2.8,2015-10-19 22:27:39.300,19.0655,-67.7906,27.0
"21 km SE of Happys Inn, Montana",1.39,2015-10-19 22:26:49.700,47.944,-114.937,1.27
"25 km WNW of Petersville, Alaska",1.4,2015-10-19 22:25:07.424,62.5533,-151.2438,88.8
"57 km SW of Adak, Alaska",1.6,2015-10-19 22:13:10.070,51.5222,-177.2471,36.2
"31 km W of Furnace Creek, California",0.3,2015-10-19 22:12:23.447,36.4103,-117.2066,5.2
"17 km W of Four Mile Road, Alaska",1.0,2015-10-19 22:11:19.042,64.5833,-149.4893,20.6
"141 km E of Neiafu, Tonga",4.6,2015-10-19 22:09:16.480,-18.8755,-172.6661,12.42
"43 km ESE of Nishinoomote, Japan",4.3,2015-10-19 22:05:11.930,30.6279,131.4408,10.0
"14 km S of Fern Forest, Hawaii",3.01,2015-10-19 22:04:42.320,19.3333333,-155.1228333,6.14
"27 km WSW of Nanwalek, Alaska",1.5,2015-10-19 21:57:40.589,59.3048,-152.3866,68.8
"36 km E of Nishinoomote, Japan",4.4,2015-10-19 21:49:34.960,30.714,131.3828,10.0
"6 km W of Entiat, Washington",1.63,2015-10-19 21:48:28.180,47.6695,-120.3005,6.22
"2 km NE of San Ramon, California",1.84,2015-10-19 21:48:12.530,37.793,-121.9595,5.77
"Kyushu, Japan",4.5,2015-10-19 21:47:01.770,30.6336,131.2539,10.0
"80 km ENE of Punta Cana, Dominican Republic",3.0,2015-10-19 21:45:06.400,18.9633,-67.7502,23.0
"44 km E of Nishinoomote, Japan",4.6,2015-10-19 21:44:44.450,30.7005,131.4604,15.64
"5 km WSW of Bluff City, Kansas",1.63,2015-10-19 21:42:02.580,37.056,-97.9333333,5.31
"9km SSE of Idyllwild, CA",0.48,2015-10-19 21:36:28.730,33.6596667,-116.6973333,16.61
"74 km NW of Ninilchik, Alaska",1.9,2015-10-19 21:28:02.823,60.4292,-152.7857,119.6
"2 km NE of San Ramon, California",1.36,2015-10-19 21:25:03.380,37.794,-121.9613333,6.06
"1 km NE of San Ramon, California",2.03,2015-10-19 21:24:29.410,37.7911667,-121.9636667,6.6
"4 km NE of Badger, Alaska",0.2,2015-10-19 21:18:51.730,64.8253,-147.4725,13.7
"2 km NE of San Ramon, California",1.28,2015-10-19 21:15:39.460,37.7951667,-121.9601667,6.61
"16 km ENE of Wright, Wyoming",3.1,2015-10-19 21:09:14.530,43.7872,-105.287,0.0
"38 km SE of Denali National Park, Alaska",0.7,2015-10-19 21:02:02.853,63.3289,-151.1063,9.7
"17 km NW of Parkfield, California",0.09,2015-10-19 21:01:59.730,36.0078333,-120.573,3.11
"73 km NE of Punta Cana, Dominican Republic",3.3,2015-10-19 20:57:37.400,18.9759,-67.8391,30.0
"41 km SE of Denali National Park, Alaska",1.4,2015-10-19 20:57:14.069,63.306,-151.0752,5.4
"1 km NE of San Ramon, California",1.54,2015-10-19 20:53:25.460,37.7908333,-121.9645,7.01
"1 km ENE of San Ramon, California",1.29,2015-10-19 20:53:21.040,37.7865,-121.9643333,7.73
"14 km ESE of Challis, Idaho",1.3,2015-10-19 20:51:31.450,44.457,-114.0638333,7.11
Washington,1.15,2015-10-19 20:46:43.360,46.8606667,-121.7743333,-0.07
"129 km NNE of Suárez, Puerto Rico",3.4,2015-10-19 20:45:28.100,19.5545,-65.5288,55.0
"1 km ENE of San Ramon, California",2.21,2015-10-19 20:42:57.460,37.7875,-121.961,6.38
"Hawaii region, Hawaii",2.74,2015-10-19 20:38:22.350,19.7298333,-156.0903333,34.59
southeast of Easter Island,4.4,2015-10-19 20:30:56.640,-36.2441,-99.908,10.0
"22 km ENE of Ashford, Washington",0.85,2015-10-19 20:30:36.190,46.8626667,-121.7791667,0.41
"3 km S of Loyola, California",1.14,2015-10-19 20:30:32.500,37.3246667,-122.1065,-0.32
"1 km E of San Ramon, California",0.52,2015-10-19 20:27:29.290,37.7803333,-121.9618333,6.07
southeast of Easter Island,4.6,2015-10-19 20:27:21.290,-35.7708,-101.7953,10.0
"1 km NE of San Ramon, California",1.94,2015-10-19 20:22:06.820,37.788,-121.9636667,8.29
"7 km W of Cobb, California",0.4,2015-10-19 20:20:43.340,38.824,-122.8036667,2.8
"47 km W of Petersville, Alaska",1.3,2015-10-19 20:15:58.478,62.5443,-151.6788,100.4
"7 km WNW of Cobb, California",0.59,2015-10-19 20:11:34.580,38.8465,-122.8076667,-0.85
"8 km W of Cobb, California",1.16,2015-10-19 20:00:45.720,38.8093333,-122.8148333,2.03
"1 km SW of Spring Garden, California",0.4,2015-10-19 19:59:48.582,39.8877,-120.799,5.9
"2km SE of Home Gardens, CA",1.06,2015-10-19 19:48:57.970,33.8653333,-117.5041667,2.85
"66 km N of Charlotte Amalie, U.S. Virgin Islands",3.0,2015-10-19 19:47:57.000,18.9414,-64.931,44.0
southern Idaho,2.5,2015-10-19 19:46:30.670,44.4035,-114.123,4.47
"22 km ESE of Challis, Idaho",1.74,2015-10-19 19:45:03.440,44.4163333,-113.9801667,9.46
"10km SSW of Lucerne Valley, CA",1.15,2015-10-19 19:43:41.260,34.3635,-117.0268333,-1.79
"36 km SSW of Saint Croix, U.S. Virgin Islands",3.1,2015-10-19 19:35:59.400,17.4447,-64.9244,15.0
"2 km NW of Carnelian Bay, California",0.8,2015-10-19 19:34:21.220,39.2447,-120.1008,9.6
"45 km ESE of Beatty, Nevada",0.0,2015-10-19 19:32:44.420,36.6999,-116.3244,8.3
"10 km WNW of Hatton, Washington",1.48,2015-10-19 19:30:08.700,46.8033333,-118.9611667,7.02
"0 km ESE of Mesa, California",1.91,2015-10-19 19:27:59.940,37.4171667,-118.5356667,11.0
"30 km SSW of Leilani Estates, Hawaii",1.88,2015-10-19 19:27:34.430,19.203,-154.9761667,38.64
"14 km E of Kelso, Washington",1.07,2015-10-19 19:27:22.030,46.1656667,-122.7195,-0.66
"28km SSW of Ocotillo Wells, CA",1.92,2015-10-19 19:27:21.620,32.9108333,-116.237,5.63
"69 km ENE of Ouzinkie, Alaska",2.1,2015-10-19 19:19:28.028,58.1978,-151.4428,30.9
"1 km NE of San Ramon, California",1.24,2015-10-19 19:13:51.900,37.7903333,-121.9616667,7.78
"3 km E of Keswick, California",1.71,2015-10-19 19:13:45.590,40.6236667,-122.4291667,19.13
"5 km E of Whitehall, Montana",0.92,2015-10-19 19:11:49.870,45.8746667,-112.024,-2.0
"1 km NE of San Ramon, California",1.91,2015-10-19 19:10:20.830,37.788,-121.9628333,7.7
"8 km NNE of Gonzales, California",1.29,2015-10-19 19:10:03.400,36.583,-121.4205,0.65
"17 km SSE of Naalehu, Hawaii",2.24,2015-10-19 19:08:18.800,18.924,-155.5041667,35.08
Southern Alaska,1.8,2015-10-19 19:07:59.041,59.892,-152.8574,101.6
"1 km NE of San Ramon, California",1.27,2015-10-19 19:02:56.700,37.7906667,-121.9608333,7.16
"1 km ENE of San Ramon, California",1.23,2015-10-19 19:02:44.580,37.7895,-121.9593333,7.67
"2 km NE of San Ramon, California",1.85,2015-10-19 19:00:46.700,37.7945,-121.9645,6.43
"17km WSW of Oasis, CA",0.97,2015-10-19 19:00:34.080,33.3943333,-116.2576667,10.13
"19 km SSE of Naalehu, Hawaii",1.96,2015-10-19 18:55:52.940,18.9068333,-155.5135,35.99
"49 km NE of Susitna North, Alaska",1.8,2015-10-19 18:54:58.530,62.4239,-149.0826,42.1
"14 km E of Venersborg, Washington",1.01,2015-10-19 18:41:51.700,45.7796667,-122.2413333,-0.79
"10 km NNW of Avenal, California",1.76,2015-10-19 18:40:02.660,36.0906667,-120.1876667,9.05
"12km SE of Tehachapi, CA",1.22,2015-10-19 18:37:26.430,35.0566667,-118.347,-0.97
"5 km SW of Cobb, California",1.05,2015-10-19 18:35:29.480,38.7916667,-122.7678333,1.47
"17km NE of Borrego Springs, CA",1.21,2015-10-19 18:34:54.570,33.3716667,-116.2613333,9.8
"36 km WNW of Bengkulu, Indonesia",4.4,2015-10-19 18:32:40.650,-3.6739,101.9625,55.11
"2 km NE of San Ramon, California",0.82,2015-10-19 18:29:59.150,37.7973333,-121.9608333,7.31
"27km SSW of Ocotillo Wells, CA",1.0,2015-10-19 18:27:50.690,32.9148333,-116.2313333,5.65
"43 km E of Fort Bidwell, California",1.6,2015-10-19 18:18:06.726,41.8539,-119.6313,6.2
"78 km SSW of Denali National Park, Alaska",0.9,2015-10-19 18:15:01.006,62.8712,-152.1845,10.3
"2 km NNE of San Ramon, California",2.36,2015-10-19 18:11:27.100,37.7956667,-121.966,6.93
"237 km W of Adak, Alaska",2.0,2015-10-19 18:03:17.462,51.6552,179.9436,74.5
"25 km WSW of Ovalle, Chile",4.4,2015-10-19 17:57:02.710,-30.7077,-71.44,39.72
"1 km NE of San Ramon, California",1.94,2015-10-19 17:53:35.080,37.791,-121.967,7.16
"42 km WNW of Beluga, Alaska",1.1,2015-10-19 17:51:10.306,61.3042,-151.7914,80.9
"Alamagan region, Northern Mariana Islands",4.3,2015-10-19 17:51:04.540,17.9341,146.3986,91.03
"10 km W of Cobb, California",1.65,2015-10-19 17:45:36.530,38.821,-122.843,1.79
"8 km S of Tulelake, California",1.17,2015-10-19 17:44:41.150,41.88,-121.4896667,3.08
"1 km NE of San Ramon, California",1.12,2015-10-19 17:44:07.840,37.7931667,-121.9626667,7.05
"3km W of Rossmoor, CA",1.42,2015-10-19 17:42:45.580,33.7826667,-118.116,10.45
"7km SSE of Home Gardens, CA",0.9,2015-10-19 17:41:19.820,33.8176667,-117.4905,-0.57
"21 km NNW of Dillon, Montana",1.36,2015-10-19 17:40:33.800,45.3951667,-112.739,10.92
"8 km WSW of Cobb, California",1.02,2015-10-19 17:40:22.730,38.8045006,-122.8205032,2.72
"13 km SE of Challis, Idaho",2.11,2015-10-19 17:31:36.700,44.4333333,-114.0951667,10.05
"51 km W of Anchor Point, Alaska",0.8,2015-10-19 17:27:45.473,59.7676,-152.7551,10.2
